"config_id","description","n_col","n_row","a","b","visible_pixels","row_coverage","col_coverage","sigma","rep","method","mse"
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,57,"row.col",0.000732651661917106
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,57,"col.col",0.000229016112956384
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,58,"row.row",0.00177580875036233
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,58,"col.row",0.000572272895899838
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,58,"row.col",0.000911116912214975
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,58,"col.col",0.000248000533311878
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,59,"row.row",0.00121276221880295
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,59,"col.row",0.00076887400849161
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,59,"row.col",0.000624040559543186
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,59,"col.col",0.00040691626504709
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,60,"row.row",0.00104536763396969
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,60,"col.row",0.000530284656324863
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,60,"row.col",0.000466995734179882
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,60,"col.col",0.000254930249869667
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,61,"row.row",0.00120867979601519
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,61,"col.row",0.000494541618722917
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,61,"row.col",0.000525525067504799
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,61,"col.col",0.000233610954948174
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,62,"row.row",0.0016350701477285
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,62,"col.row",0.000753791686940844
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,62,"row.col",0.000714864351522252
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,62,"col.col",0.000513479696874726
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,63,"row.row",0.00130377508899357
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,63,"col.row",0.000564361402238904
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,63,"row.col",0.000551435794615569
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,63,"col.col",0.000244820447483531
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,64,"row.row",0.00124598337653548
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,64,"col.row",0.000568304955554218
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,64,"row.col",0.000555796180159287
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,64,"col.col",0.000318993819897049
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,65,"row.row",0.00115756953331201
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,65,"col.row",0.000640776667531212
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,65,"row.col",0.000550145210369165
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,65,"col.col",0.000335520268245978
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,66,"row.row",0.00163070737970174
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,66,"col.row",0.000666095653530416
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,66,"row.col",0.000444983082979922
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,66,"col.col",0.000299096089601844
