"rep","grid_id","grid_label","rho_step","theta_step","pred_rho","pred_theta","dr","dtheta"
77,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
77,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
77,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
77,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
78,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
78,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
78,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
78,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
79,"coarse","Крупный шаг",5,1,-27,3,705.050465843002,0.10371939430479
79,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
79,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
79,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
80,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
80,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
80,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
80,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
81,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
81,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
81,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
81,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
82,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
82,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
82,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
82,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
83,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
83,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
83,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
83,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
84,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
84,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
84,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
84,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
85,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
85,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
85,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
85,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
86,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
86,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
86,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
86,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
87,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
87,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
87,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
87,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
88,"coarse","Крупный шаг",5,1,-27,3,705.050465843002,0.10371939430479
88,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
88,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
88,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
89,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
89,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
89,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
89,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
90,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
90,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
90,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
90,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
91,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
91,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
91,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
91,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
92,"coarse","Крупный шаг",5,1,-12,3,133.466873708001,0.10371939430479
92,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
92,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
92,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
93,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
93,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
93,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
93,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
94,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
94,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
94,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
94,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
95,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
95,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
95,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
95,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
96,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
96,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
96,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
96,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
97,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
97,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
97,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
97,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
98,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
98,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
98,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
98,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
99,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
99,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
99,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
99,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
100,"coarse","Крупный шаг",5,1,-32,3,995.578329888003,0.10371939430479
100,"medium","Средний шаг",1,0.01,0,2.67,0.2,6.31237335209922e-05
100,"fine","Мелкий шаг",0.5,0.005,0,2.675,0.2,8.67328763111984e-06
100,"very_fine","Очень мелкий шаг",0.25,0.0025,-0.5,2.6775,0.00278640450004206,1.98064686186389e-07
